Country,Sentence,SourceFile,Actor,Sentiment,Sentiment_Label
Bosnia,"Annexes	70
Annex 1: UNSDCF BiH (2021-2025) Summary Performance Rating	70
Annex 2: Key developmenta trends in BiH – fact sheet	72
Annex 3: List of Documents	73
Annex 4: Comprehensive Stakeholders Map	78
Annex 5: List of stakeholders participating in the data collection	92
Annex 6: Outcome level indicators framework	96
Annex 7: The Theory of Change	102
Annex 8: UNSDCF Evaluation Matrix	107
Annex 9: Data collection instruments	120
Annex 10: Terms of Reference	134
List of figures
Figure 1: The evaluation process	19
Figure 2: Building evidence for evaluation	22
Figure 3: Achievement of output results under Outcome 1 - By 2025, people benefit from resilient, inclusive and sustainable growth ensured by the convergence of economic development, and Management of environment and cultural resources	44
Figure 4: Achievement of output results under Outcome 2 - By 2025, people benefit from more inclusive and higher quality educational programmes focused on 21st century skills for enhanced employability and well-being	45
Figure 5: Achievement of output results under Outcome 3 - By 2025, people have access to better quality and inclusive health and social protection systems	46
Figure 6: Achievement of output results under Outcome 4 - By 2025, people contribute to, and benefit from more accountable and transparent governance systems that deliver quality public services, and ensure rule of law	47
Figure 7: Achievement of output results under Outcome 5 - By 2025, there is stronger mutual understanding, respect and trust among individuals and communities	47
Figure 8: Distribution of resources	57
Figure 9: Distribution of resources per outcomes	57
Figure 1: Proportion of indicators that meet or exceed minimum requirements	60
Figure 10: Percentage of answers ‘quite a lot’ and ‘very much’ (No=45)	68
Figure 11: Original Theory of Change UNSDCF BiH 2021-2025	113
List of tables
Table 1: Strategic priorities and outcomes in CF 2021-2025	13
Table 2: The stakeholders’ sampling summary	21
Table 3: Methodology of calculation of level of achievement of results at the level of outputs	40
Table 4: Overview of outcome level indicators	42
Table 5: Achievement of results at outcome level measured by achievement of respective outputs	43
Table 6: UNSDCF contribution to the progress toward achievement of SDGs	48
Table 7:  Key fact for Bosnia and Herzegovina	79
Table 8: Summary ToC of UNSDCF BiH 2021-2025	111
Table 9: Theory of change leading to outcomes in four strategic priorities	112
Table 10: The evaluation matrix	116
Executive Summary
Introduction
The evaluation of the United Nations Sustainable Development Cooperation Framework (UNSDCF) in Bosnia and Herzegovina is a critical, independent evaluation required to ensure accountability within the UN system and inform the design of future Cooperation Framework (CF) cycles. This mandatory evaluation of UNSDCF Bosnia and Herzegovina 2021-2025 was commissioned by the UNCT BiH, and conducted by an independent team of evaluators.This final evaluation aims to assess the UNSDCF’s contributions to the country's development results and identify any internal and external gaps and overlaps in implementing the Sustainable Development Goals (SDGs). The key purposes of the UNSDCF evaluation are:
Promoting Learning and Improvement: Enhancing future UNSDCF development outcomes by guiding the next cycle’s planning and decision-making processes and improving UN coordination within the country.",Bosnia.docx,UNCT,0.9929,Positive
Bosnia,"The key purposes of the UNSDCF evaluation are:
Promoting Learning and Improvement: Enhancing future UNSDCF development outcomes by guiding the next cycle’s planning and decision-making processes and improving UN coordination within the country. This involves documenting best practices and lessons learned to benefit not only Bosnia and Herzegovina but also other regions through dissemination by the Development Coordination Office (DCO). Enhancing Accountability: Increasing the accountability of the UNCT to stakeholders by providing an evidence-based assessment of the UNSDCF's impact on national development, thus strengthening the decision-making capacity of national counterparts, donors, and other key stakeholders.",Bosnia.docx,DCO,0.9109,Positive
Bosnia,"This involves documenting best practices and lessons learned to benefit not only Bosnia and Herzegovina but also other regions through dissemination by the Development Coordination Office (DCO). Enhancing Accountability: Increasing the accountability of the UNCT to stakeholders by providing an evidence-based assessment of the UNSDCF's impact on national development, thus strengthening the decision-making capacity of national counterparts, donors, and other key stakeholders. The objectives set for this evaluation are to:
Assess the extent of the UNSDCF’s contribution to Bosnia and Herzegovina’s development results using evidence-based judgments linked to specific evaluation criteria.",Bosnia.docx,UNCT,0.836,Positive
Bosnia,"This evaluation is vital for enhancing the strategic response of the UN to Bosnia and Herzegovina’s developmental priorities and challenges in achieving the 2030 Agenda. UNSDCF BiH 2021-2025
The United Nations Country Team (UNCT) in Bosnia and Herzegovina presently includes eighteen specialized agencies, funds and programmes led by the Resident Coordinator (RC), the designated representative of the UN Secretary-General. The team supports development operations in alignment with international and national priorities, such as the 2030 Agenda for Sustainable Development, the European Commission’s accession guidelines, Bosnia and Herzegovina's socio-economic reforms, and human rights, obligations and commitments.",Bosnia.docx,UNCT,0.8074,Positive
Bosnia,"The team supports development operations in alignment with international and national priorities, such as the 2030 Agenda for Sustainable Development, the European Commission’s accession guidelines, Bosnia and Herzegovina's socio-economic reforms, and human rights, obligations and commitments. The UNCT collaborates extensively with over 250 partners ranging from government bodies to civil society and the private sector, focusing on supporting the country's most vulnerable groups. The current UNSDCF for 2021-2025 was collaboratively designed with local authorities and is based on comprehensive stakeholder consultations.",Bosnia.docx,UNCT,0.6915,Positive
Bosnia,"It aims to achieve strategic outcomes across four priority areas: sustainable growth, inclusive education and health systems, rule of law, and community engagement for social cohesion. The implementation governance structure includes a Steering Committee co-chaired by the UN RC and a local representative, supported by a Programme Management Team (PMT) that handles joint analysis, planning, and the identification of funding sources. The UNSDCF has been implemented through 156 Programmatic interventions.",Bosnia.docx,RC,0.7845,Positive
Bosnia,"The UNSDCF has been implemented through 156 Programmatic interventions. Joint Work Plan’s financial resources were planed to the amount of $509.9m, out of which until presently UNCT mobilized $452.1m. In the CF implementation were engaged 18 UN entities with over 250 partners ranging from local to state level and including governmental, non-governmental, private sector, media and international partners, ensuring comprehensive and context sensitive implementation.",Bosnia.docx,UNCT,0.7003,Positive
Bosnia,"Despite initial funding challenges, the financial gap has significantly decreased, showcasing growing support and investment in meeting the UNSDCF goals. Approach and Methodology of Evaluation
The evaluation of the UNSDCF in Bosnia and Herzegovina adheres to the standards set by the United Nations Development Coordination Office and the United Nations Evaluation Group. The evaluation's methodology is both summative, assessing the results achieved, and formative, offering forward-looking recommendations for the next UNSDCF cycle.",Bosnia.docx,DCO,0.8307,Positive
Bosnia,"This comprehensive evaluation also embeds gender-responsive standards and addresses cross-cutting issues like human rights, gender equality, disability inclusion, and environmental sustainability, as well as programmatic principles. Crosscutting issues within the UNSDCF are being measured through the UNCT accountability scorecards (for gender, youth, disability inclusion while the UNSDCF reports on PSEA and human rights through its Information Management System and annual progress reports. The UNCT has tried to has tried to operationalise these scorecards through the development of dedicated strategies for youth, disability inclusion though its implementation has encountered challenges.",Bosnia.docx,UNCT,0.8934,Positive
Bosnia,"Crosscutting issues within the UNSDCF are being measured through the UNCT accountability scorecards (for gender, youth, disability inclusion while the UNSDCF reports on PSEA and human rights through its Information Management System and annual progress reports. The UNCT has tried to has tried to operationalise these scorecards through the development of dedicated strategies for youth, disability inclusion though its implementation has encountered challenges. The evaluation process was participatory, involving a wide range of stakeholders to ensure inclusivity and empowerment, and employed various innovative methods such as appreciative inquiry to highlight successes, positive deviance to identify effective practices despite challenges, and outcome harvesting to trace changes and their causes.",Bosnia.docx,UNCT,0.9803,Positive
Bosnia,"Introduction
Evaluation of the United Nations Sustainable Development Cooperation Framework (UNSDCF) is a mandatory independent system-wide country evaluation that should ensure accountability, support learning and inform decisions regarding the design of subsequent Cooperation Framework (CF) cycles. The CF evaluation was mandated by the United Nations Country Team (UNCT) in Bosnia and Herzegovina with the aim to systematically assess the contributions of the CF by focusing on achieved development results, as well as internal and external gaps and overlaps in the implementation of the Sustainable Development Goals (SDGs). The UNSDCF is a centerpiece of the UN reform and represents the collective response of the UN to help countries address national priorities and challenges in achieving the 2030 Agenda.",Bosnia.docx,UNCT,0.936,Positive
Bosnia,"Purpose and scope of the evaluation
Besides contributing to the overall goal of enhancing development effectiveness and accountability within the UN system, the UNSDCF evaluation has served two primary purposes:
The promotion of great learning and operational improvement: The purpose is to contribute to enhancing the next UNSDCF’s development outcomes, by (a) informing its next cycle’s  planning and decision-making process and (b) improving the UN coordination within the country. The evaluation will document good practices and lessons learned so it benefits the next UNDSCF cycle’s formulation in Bosnia and Herzegovina and elsewhere through its dissemination through the Development Coordination Office (DCO). Contribute to a greater accountability of the UNCT to UNSDCF stakeholders: Increase the decision-making capacity of national counterparts, donors and other key stakeholders through the provision of an evidence-based assessment of the UNSDCF's contribution to national development results.",Bosnia.docx,DCO,0.9611,Positive
Bosnia,"The evaluation will document good practices and lessons learned so it benefits the next UNDSCF cycle’s formulation in Bosnia and Herzegovina and elsewhere through its dissemination through the Development Coordination Office (DCO). Contribute to a greater accountability of the UNCT to UNSDCF stakeholders: Increase the decision-making capacity of national counterparts, donors and other key stakeholders through the provision of an evidence-based assessment of the UNSDCF's contribution to national development results. The findings, conclusions and recommendations of the evaluation are expected to continue holding the UN Country Team (UNCT) and involved actors accountable in the fulfillment of their roles and commitments.",Bosnia.docx,UNCT,0.8773,Positive
Bosnia,"Contribute to a greater accountability of the UNCT to UNSDCF stakeholders: Increase the decision-making capacity of national counterparts, donors and other key stakeholders through the provision of an evidence-based assessment of the UNSDCF's contribution to national development results. The findings, conclusions and recommendations of the evaluation are expected to continue holding the UN Country Team (UNCT) and involved actors accountable in the fulfillment of their roles and commitments. The objectives have been set as follows:
Assess the extent to which the UNSDCF has contributed to the achievement of the country’s development results.",Bosnia.docx,UNCT,0.6486,Positive
Bosnia,"The evaluation will formulate actionable recommendations that are logically derived from findings and conclusions and that will be used for  the development process of the next UNSDCF cycle. UNSDCF Bosnia and Herzegovina (2021-2025) – main characteristics
The UNCT BiH includes nineteen UN agencies, funds, and programmes: FAO, IFAD, ILO, IOM, ITU, OHCHR, UN Women, UNDP, UNDRR, UNDSS, UNECE, UNEP, UNESCO, UNFPA, UNHCR, UNICEF, UNODC, UNV, and WHO. The UNCT is led by the United Nations Resident Coordinator (RC), the designated representative of the United Nations Secretary-General for development operations in the country.",Bosnia.docx,UNCT,0.6808,Positive
Bosnia,"UNSDCF Bosnia and Herzegovina (2021-2025) – main characteristics
The UNCT BiH includes nineteen UN agencies, funds, and programmes: FAO, IFAD, ILO, IOM, ITU, OHCHR, UN Women, UNDP, UNDRR, UNDSS, UNECE, UNEP, UNESCO, UNFPA, UNHCR, UNICEF, UNODC, UNV, and WHO. The UNCT is led by the United Nations Resident Coordinator (RC), the designated representative of the United Nations Secretary-General for development operations in the country. The UNCT consists of representatives from specialized UN entities that are signatories to the UNSDCF 2021–2025 for BiH.",Bosnia.docx,UNCT,0.6808,Positive
Bosnia,"The UNCT is led by the United Nations Resident Coordinator (RC), the designated representative of the United Nations Secretary-General for development operations in the country. The UNCT consists of representatives from specialized UN entities that are signatories to the UNSDCF 2021–2025 for BiH. These entities carry out operational activities for sustainable development and the implementation of the framework in line with their respective mandates and technical expertise, keeping in mind that some agencies have a mainly or solely normative mandate, while others have also an operational mandate.",Bosnia.docx,UNCT,0.8126,Positive
Bosnia,"The UN in BiH works with more than 250 partners, including authorities in BiH at all levels, international partners, the private sector, academia, civil society and communities across the country, to respond to all its crises, prioritizing those members of the population who are the most vulnerable. The UNSDCF 2021-2025 was designed in cooperation between UNCT BiH and authorities in BiH based on wide consultations with diverse stakeholders and in correspondence with:
the 2030 Agenda for Sustainable Development and selected Sustainable Development Goals (SDGs) and targets that were defined at that time in the emerging SDG Framework in BiH which was adopted in 2021; 
the Action Plan for implementation of priorities from the European Commission Opinion and Analytical Report that was guiding EU accession process at that time;
the Joint Socio-economic Reforms (‘Reform Agenda’) 2019-2022 which aligns reforms programs of entities and state level with recommendations from EU and then emerging SDG framework in BiH, and;
the human rights obligations of BiH based on international treaties to which it is a party. Table 1: Strategic priorities and outcomes in CF 2021-2025
The governance structure of the CF implementation includes CF Steering Committee which is co-chaired by the UN RC and designated coordinating representative of the BiH authorities, and which provides strategic guidance and reviews performance.",Bosnia.docx,UNCT,0.1298,Neutral
Bosnia,"The UNSDCF 2021-2025 was designed in cooperation between UNCT BiH and authorities in BiH based on wide consultations with diverse stakeholders and in correspondence with:
the 2030 Agenda for Sustainable Development and selected Sustainable Development Goals (SDGs) and targets that were defined at that time in the emerging SDG Framework in BiH which was adopted in 2021; 
the Action Plan for implementation of priorities from the European Commission Opinion and Analytical Report that was guiding EU accession process at that time;
the Joint Socio-economic Reforms (‘Reform Agenda’) 2019-2022 which aligns reforms programs of entities and state level with recommendations from EU and then emerging SDG framework in BiH, and;
the human rights obligations of BiH based on international treaties to which it is a party. Table 1: Strategic priorities and outcomes in CF 2021-2025
The governance structure of the CF implementation includes CF Steering Committee which is co-chaired by the UN RC and designated coordinating representative of the BiH authorities, and which provides strategic guidance and reviews performance. Programme Management Team (PMT) monitors achievement of planned results and advises the Steering Committee and UNCT on opportunities and challenges.",Bosnia.docx,RC,0.6808,Positive
Bosnia,"Table 1: Strategic priorities and outcomes in CF 2021-2025
The governance structure of the CF implementation includes CF Steering Committee which is co-chaired by the UN RC and designated coordinating representative of the BiH authorities, and which provides strategic guidance and reviews performance. Programme Management Team (PMT) monitors achievement of planned results and advises the Steering Committee and UNCT on opportunities and challenges. It is a technical coordination mechanism co-chaired by a Head of Agency on rotational basis and the chief of RCO with senior programme staff as members.",Bosnia.docx,UNCT,0.4404,Positive
Bosnia,"It is a technical coordination mechanism co-chaired by a Head of Agency on rotational basis and the chief of RCO with senior programme staff as members. It supports CF implementation by performing five core functions: (1) joint analysis and data collection, (2) annual planning, monitoring and reporting, (3) cross-agency coordination of development activities, (4) identification of joint initiatives and (5) identification of new sources of funding. Implementing partners are diverse stakeholders: relevant authorities in BiH at state, entity/district and local levels, relevant CSOs, international partners and representatives of private sector and academia.",Bosnia.docx,UNCT,0.3612,Positive
Bosnia,"However, due to the data availability, the time scope for the assessment of achievement of results at outcome and output level will mainly cover period 2021-2023. The evaluation has assessed the progress realized at the outcome level (within all five outcomes), under the four Country Framework Priorities, and has more specifically looked at the performance of the UN at the output and sub-output levels, for which the UNCT is accountable. The geographical scope has encompassed the whole of the territory of the Bosnia and Herzegovina, inclusive of the Federation of Bosnia and Herzegovina, the Republika Srpska and the Brcko district, with country mission to several local communities (cities and municipalities of Sarajevo, Banja Luka, Zenica, Bihac) and coverage of some local communities (mostly rural) through online survey.",Bosnia.docx,UNCT,0.4215,Positive
Bosnia,"The geographical scope has encompassed the whole of the territory of the Bosnia and Herzegovina, inclusive of the Federation of Bosnia and Herzegovina, the Republika Srpska and the Brcko district, with country mission to several local communities (cities and municipalities of Sarajevo, Banja Luka, Zenica, Bihac) and coverage of some local communities (mostly rural) through online survey. The primary beneficiaries of the evaluation has included the UN Country Team (UNCT), government entities, civil society organizations, contributing partners, donors and other relevant stakeholders. The academic and research community, the private sector, the media, and the general public will be among the secondary users of this evaluation.",Bosnia.docx,UNCT,0.4215,Positive
Bosnia,"The academic and research community, the private sector, the media, and the general public will be among the secondary users of this evaluation. Evaluation questions and structure of report
The evaluation has organized the data collection and analysis based on the below list of evaluation questions, provided in the Terms of Reference for this evaluation:
The structure of the report is line with the ToRs requirements, as well as with the UNDCO evaluation guidelines. After the introductory, country context and methodology section, it is mainly organised around the findings of the evaluation (organized along evaluation criteria), followed by conclusions and key recommendations.",Bosnia.docx,DCO,0.2732,Positive
Bosnia,"After the introductory, country context and methodology section, it is mainly organised around the findings of the evaluation (organized along evaluation criteria), followed by conclusions and key recommendations. The report also contains annexes as requested by the ToR and CF evaluation report template issued by DCO. Country context
Administrative structure
Bosnia and Herzegovina is an administratively complex state.",Bosnia.docx,DCO,0.0,Neutral
Bosnia,"However, public perception data reflects a long-term feeling that the country is stagnating, with widespread pessimism about the general situation and future expectations. Evaluation Methodology
The evaluation approach and methodology
The proposed evaluation approach for the UNSDCF in Bosnia and Herzegovina adheres to guidelines from the United Nations Development Coordination Office and the United Nations Evaluation Group, aligning with OECD DAC criteria. It focuses on seven criteria: relevance, coherence, coordination, efficiency, effectiveness, orientation towards impact and sustainability.",Bosnia.docx,DCO,0.7269,Positive
Bosnia,"Inception Report was developed, outlining the evaluation methodology, scope, approach, providing stakeholders analysis with sampling plan, data collection instruments, reconstructed ToC and Evaluation Matrix. The Inception Report was cleared by the Evaluation Manager, PMT and DCO. 2.",Bosnia.docx,DCO,0.1027,Neutral
Bosnia,"Sample plan also included representatives of international and bilateral partners. STakeholder mapping and sampling
The stakeholders’ mapping was conducted in cooperation between Evaluation Team (ET) and UNCT. The data collection in country mission was conducted in two rounds: during 26-30 August 2024 and during 9-13 September 2024.",Bosnia.docx,UNCT,0.0,Neutral
Bosnia,"Figure 2: Building evidence for evaluation
3. Synthesis and reporting: This phase was dedicated to deepening the analysis and organizing the findings to prepare the Final Evaluation Report, following the DCO template for evaluation. The report outlined findings, conclusions, and recommendations in a structured manner.",Bosnia.docx,DCO,0.4588,Positive
Bosnia,"These recommendations aimed to facilitate informed decision-making and guide the planning for the next UNSDCF cycle. 4. Review and Validation: The Final Evaluation Report has been shared with UNCT, Evaluation Steering Committee members and other stakeholders as appropriate, whose role is to review and validate the outcomes of the evaluation exercise. This phase includes i) submission of the first draft of the Evaluation Report as per the proposed structure, ii) review of the draft report by UNCT, Government and other key partners, iii) validation workshop, iv) appropriate incorporation of the received feedback, correction of factual inaccuracies and professional editing, all this leading to v) submission of the Final UNSDCF Evaluation Report.",Bosnia.docx,UNCT,0.5994,Positive
Bosnia,"4. Review and Validation: The Final Evaluation Report has been shared with UNCT, Evaluation Steering Committee members and other stakeholders as appropriate, whose role is to review and validate the outcomes of the evaluation exercise. This phase includes i) submission of the first draft of the Evaluation Report as per the proposed structure, ii) review of the draft report by UNCT, Government and other key partners, iii) validation workshop, iv) appropriate incorporation of the received feedback, correction of factual inaccuracies and professional editing, all this leading to v) submission of the Final UNSDCF Evaluation Report. Governance of the evaluation, quality assurance and ethics
An Evaluation Manager, designated by the UNRCO and assisted by a UNRCO staff has been supporting and exchanging with the Evaluation Team throughout the evaluation assignment.",Bosnia.docx,UNCT,0.8481,Positive
Bosnia,"An Evaluation Steering Committee, supported by the RCO, was appointed  to lead the preparation of the management response to the various deliverables and any upcoming issue. The Evaluation Manager (EM) did oversee the entire evaluation process, in close collaboration with the UNCT and other partners. The Evaluation Steering Committee, comprised of PMT members, has assisted in guiding the evaluation process, by facilitatation stakeholder consultations, review evaluation deliverables, prepare  management response, and ensure the dissemination of results.",Bosnia.docx,UNCT,0.5994,Positive
Bosnia,"The Evaluation Manager, assisted by the designated RCO staff has reviewed the quality of the evaluation activities by providing systematic feedback on the various evaluation activities. The PMT and the DCO have been reviewing and providing feedback on the various deliverables produced by the Evaluation Team. Additionally, the Evaluation Team has been mutually reviewing its written deliverables.",Bosnia.docx,DCO,0.0,Neutral
Bosnia,"The UNSDCF has been highly dynamic and responsive in addressing emerging and unforeseen issues, including the needs of the most vulnerable, disadvantaged, and marginalized groups. The UNCT effectively identified, analyzed, and responded to these needs, adjusting the joint workplan and agency programs accordingly to ensure relevance and timely support throughout the implementation phase. Relevance
The UNSDCF 2021-2025 was designed in cooperation between UNCT BiH and authorities in BiH based on wide consultations with diverse stakeholders and in correspondence with:
The 2030 Agenda for Sustainable Development and selected Sustainable Development Goals (SDGs) and targets that were defined at that time in the emerging SDG Framework in BiH which was adopted in 2021; 
The Action Plan for implementation of priorities from the European Commission Opinion and Analytical Report that was guiding EU accession process at that time;
The Joint Socio-economic Reforms (‘Reform Agenda’) 2019-2022 which aligns reforms programs of entities and state level with recommendations from EU and then emerging SDG framework in BiH, and;
The human rights obligations of BiH under the international treaties it is a party to.",Bosnia.docx,UNCT,0.8856,Positive
Bosnia,"The UNCT effectively identified, analyzed, and responded to these needs, adjusting the joint workplan and agency programs accordingly to ensure relevance and timely support throughout the implementation phase. Relevance
The UNSDCF 2021-2025 was designed in cooperation between UNCT BiH and authorities in BiH based on wide consultations with diverse stakeholders and in correspondence with:
The 2030 Agenda for Sustainable Development and selected Sustainable Development Goals (SDGs) and targets that were defined at that time in the emerging SDG Framework in BiH which was adopted in 2021; 
The Action Plan for implementation of priorities from the European Commission Opinion and Analytical Report that was guiding EU accession process at that time;
The Joint Socio-economic Reforms (‘Reform Agenda’) 2019-2022 which aligns reforms programs of entities and state level with recommendations from EU and then emerging SDG framework in BiH, and;
The human rights obligations of BiH under the international treaties it is a party to. The relevance of the UNSDCF in terms of alignment with the country priorities cannot be assessed in a simple manner for several reasons: there is no overarching development plan for BiH; due to the complexity of administration with multilayered governance structures, authorities at different levels might set different priorities; and finally, due to the simultaneous processes (complementary but not identical), related to Agenda 2030 and EU accession, priorities might be shifting along the requirements of EU negotiations.",Bosnia.docx,UNCT,0.5927,Positive
Bosnia,"The Commission adopted its Opinion (Avis) on the EU membership application of the country in May 2019 identifying 14 key priorities for the country to fulfil in view of opening EU accession negotiations. The EU Council endorsed the Opinion and key priorities in December 2019 providing a comprehensive roadmap for deep reforms in the areas of democracy/functionality, the rule of law, fundamental rights and public administration reform. The EU Progress report for BiH 2019 noted many challenges country was facing on the road to gaining candidacy status.",Bosnia.docx,UNCT,0.836,Positive
Bosnia,"Regarding fundamental rights, it was noted that while the legislative and institutional framework largely existed, a comprehensive strategic framework was yet to be adopted. Economically, BiH had made limited progress and remained at an early stage of establishing a functioning market economy, lacking capacities to cope with competitive pressure and market forces within the EU. The overall quality of education was assessed as low, and measures to improve transport and energy infrastructure as insufficient.",Bosnia.docx,UNCT,0.6486,Positive
Bosnia,To what extent has the UNSDCF fostered internal coordination through the promotion of synergies and interlinkages between its interventions? To what extent did the post-reform Resident Coordinator office’s roles and responsibilities enable positive UNCT’s joint convening power and better coherence of the country team? EQ 11: To what extent did the planning and coordination of the UNSDCF (through the Results Groups and other teams and task groups with the RCO support) efficiently contribute to a coherent implementation and to the achievement of indicators' targets (outputs and outcomes)?,Bosnia.docx,UNCT,0.867,Positive
Bosnia,"The UN’s technical expertise, long-term presence, and commitment to impartial SDG advocacy give it a unique comparative advantage over other international stakeholders, fostering government trust and enabling sustained impact, particularly in sensitive areas like transitional justice and social protection. Internal coherence and coordination
Role of RC and RCO
In line with the Resident Coordinator system, which is part of the UN Secretariat since January 2019, the collaboration between UN agencies in BiH is coordinated by RC with support of RC Office (RCO) with the aim to ensure an unified and strategic approach to addressing developmental priorities of the country. UN in BiH has extended RCO, and presence   in Republika Srpska entity (office in Banja Luka).",Bosnia.docx,RC,0.9623,Positive
Bosnia,"UN in BiH has extended RCO, and presence   in Republika Srpska entity (office in Banja Luka). The leadership style of the RC significantly influences inter-agency dynamics, with agencies reportedly preferring a collaborative leadership approach. However, many UN interlocutors emphasize that a major systemic challenge faced by the RC and RCO is the prioritization of individual agency operations and often competition.",Bosnia.docx,RC,0.34,Positive
Bosnia,"The leadership style of the RC significantly influences inter-agency dynamics, with agencies reportedly preferring a collaborative leadership approach. However, many UN interlocutors emphasize that a major systemic challenge faced by the RC and RCO is the prioritization of individual agency operations and often competition. This dynamic creates a divide between well-funded agencies that prefer to manage their own programs and those that benefit more from joint programming.",Bosnia.docx,RC,0.8442,Positive
Bosnia,"As a result, Joint Programming sometimes primarily appears as an artificial endeavour to embody the “ONE UN” approach, where programmatic coherence is less obvious. The RC faces limited formal authority over the agencies, making it difficult to enforce cooperation. The success of coordination relies heavily on the RC’s leadership and personal influence rather than on institutionalized mechanisms.",Bosnia.docx,RC,0.1531,Neutral
Bosnia,"Indeed, an increased coherence of coordination should not translate into more coordination meetings or levels, but rather on decision-supporting or decision-making efficiency, where UN agencies’ senior management are empowered to make recommendations for approval by the Steering Committee (or equivalent body) or make decisions for the UNRCO to manage the dissemination of information. Even though there is a general observations among key stakeholders (donors, institutions, UN staff) that the coherence within the UN has improved (less individual, competitive agency fundraising attitude, more joint initiatives, improved interagency communication and collaborative willingness), the internal coordination and coherence of the UN is still affected by strong remained obstacles, yet to be addressed:
The UNRCO is undermined in its new role, widened under the recent RC reform, but also burdened with additional new global-level policies such as the 6 Transitions. The UNRCO in Bosnia is overwhelmed with implementing these reforms, without the real power to force implementation, and with scarce resources (even though the UNRCO was consolidate in human resources recently).",Bosnia.docx,RC,0.9178,Positive
Bosnia,"If something is not transparent it is sign that the agency is not doing it well and it is not in spirit of UN coordination. It should be expected as joint endeavour.’
(UN interlocutor)
Several informants suggested that the RC would generally benefit from stronger mechanisms to incentivize collaboration between agencies. Currently, many agencies lack sufficient motivation to participate fully in joint programs, leading to fragmented efforts that can undermine the UN’s collective impact.",Bosnia.docx,RC,0.2887,Positive
Bosnia,"They do not have necessarily incentive or are not forced to be embedded in UN coordination. What RC has at disposal is only power of persuasion. That is only thing we have.’ 
(UN interlocutor)
Although the introduction of new core positions with more strategic responsibilities marks a significant step forward, the operational processes remain largely unchanged.",Bosnia.docx,RC,0.2892,Positive
Bosnia,"This situation highlights a critical misalignment between the intent of the organizational enhancements and the reality of daily operations, suggesting that both workload and work practices require significant adjustments to truly support the new structure. Moreover, the role of the Development Coordination Office (DCO) and the continuous production of global agendas and guidance illustrate another layer of complexity. These global directives, which often originate from the RCO rather than from the agencies' global or regional levels, are not effectively translated to the country level.",Bosnia.docx,DCO,0.4007,Positive
Bosnia,"These global directives, which often originate from the RCO rather than from the agencies' global or regional levels, are not effectively translated to the country level. The lack of new skill sets, funding, and centralized guidelines adds to the challenges, creating a scenario where staff are not only overwhelmed by the demands but also lack the necessary resources to effectively support the UNCT. In addition to the institutional weaknesses embedded in the RCO, there are challenges related to the decreased funding during last couple of years, mainly because donors were reducing.",Bosnia.docx,UNCT,-0.7172,Negative
Bosnia,"Furthermore, since 2023 there is no communication officer as this position was frozen. The RC does not have driver but has to rent it from UNDP. Even if, as the evaluation understands, the situation has improved recently, some of the core staff covers multiple positions as position of head of office is presently vacant.",Bosnia.docx,RC,0.5499,Positive
Bosnia,"Entire budget coordination is 70,000 dollars and will be reduced to 20,000, in addition to the fact that agencies do not have systematically financial resources to cover coordination To sum up, the lack of adaptation in operational procedures, coupled with ongoing funding reductions and resource constraints, severely impacts the effectiveness of the RCO in fulfilling its enhanced roles and responding to the unique challenges at the country level. Evidence from the evaluation points to the high importance of leadership style of RC in such under-institutionalized coordination context. Various UN interlocutors indicated that they would appreciate ‘softer’ coordination.",Bosnia.docx,RC,0.0516,Neutral
Bosnia,"Various UN interlocutors indicated that they would appreciate ‘softer’ coordination. However, many external stakeholders appreciated increased cooperation between agencies and more joint work that is done with current RC leadership. The case of close coordination and collaborate that has driven the gender accelerate, that also have been a driver of impact, indicatesjoint UN interventions can benefit from soft and smooth collaboration.",Bosnia.docx,RC,0.8779,Positive
Bosnia,"The coordination of UNSDCF implementation is done through several mechanisms: Joint Steering Committee, Programme Management Team (PMT), result groups, thematic groups, specific task forces/groups. The Joint Steering Committee (JSC) is co-chaired by the RC and Minister of Finance and Treasury of Bosnia and Herzegovina. The Committee includes representatives of government at state, entity and Brcko district levels and representatives of UN.",Bosnia.docx,RC,0.2023,Positive
Bosnia,"There is a proposal to include representatives from the cantons on the JSC, which has faced resistance from other stakeholders. The PMT supports the UN Country Team in the technical implementation and operationalization of the UNSDCF. It is responsible for preparing the Joint Work Plans, annual updates, and the annual reports, as well as updating UN Info and providing other technical support or advice.",Bosnia.docx,UNCT,0.8225,Positive
Bosnia,Result Group 4 aims to strategically foster social cohesion by identifying and implementing joint approaches within the Cooperation Framework (corresponding to outcome 5). The PMT is understood to have been established to remedy the RGs’ineffectiveness and the limited availability of senior agency staff to cover the work of the various results groups established by the UNCT. Equally RGs are understood to have been established strictly by UNDCO instruction.,Bosnia.docx,UNCT,-0.2263,Negative
Bosnia,"The PMT is understood to have been established to remedy the RGs’ineffectiveness and the limited availability of senior agency staff to cover the work of the various results groups established by the UNCT. Equally RGs are understood to have been established strictly by UNDCO instruction. Interviewed heads and senior agency staff have consistently underlined the lack of concrete outcomes from RGs, hence as a major obstacle to serving a concrete purpose.",Bosnia.docx,DCO,-0.6908,Negative
